Name,Status,Position,Nation,Age,Rating,Playstyle,Market Value,Window Signed,Loaned/Transferred From,Loan Length,Contracted Team,PositionOrder
Ariel Uribe,The Draft,AMF,Chile,26.0,69.0,Creative Playmaker,5250000,,,,,3.4
Auli Oliveros,The Draft,AMF,Colombia,24.0,69.0,Creative Playmaker,5400000,,,,,3.4
Bashar Rasan,The Draft,AMF,Iraq,29.0,69.0,Creative Playmaker,5250000,,,,,3.4
Bassel Jradi,The Draft,AMF,Lebanon,32.0,69.0,Creative Playmaker,2850000,,,,,3.4
Brandon Aguilera,The Draft,AMF,Costa Rica,22.0,69.0,Creative Playmaker,5700000,,,,,3.4
Brian Sánchez,The Draft,AMF,Argentina,32.0,69.0,Creative Playmaker,2850000,,,,,3.4
Bryan Rabello,The Draft,AMF,Chile,31.0,69.0,Creative Playmaker,3750000,,,,,3.4
Charlie Dennis,The Draft,AMF,England,30.0,69.0,Creative Playmaker,4950000,,,,,3.4
Dani Lorenzo,The Draft,AMF,Spain,22.0,69.0,Creative Playmaker,5700000,,,,,3.4
Daniel Júnior,The Draft,AMF,Brazil,23.0,69.0,Creative Playmaker,5550000,,,,,3.4
David Babunski,The Draft,AMF,North Macedonia,31.0,69.0,Creative Playmaker,3750000,,,,,3.4
Eliano Reijnders,The Draft,AMF,Indonesia,25.0,69.0,Creative Playmaker,5250000,,,,,3.4
Francesco Lo Celso,The Draft,AMF,Argentina,25.0,69.0,Creative Playmaker,5250000,,,,,3.4
Gabriel Bontempo,The Draft,AMF,Brazil,20.0,69.0,Creative Playmaker,6450000,,,,,3.4
Gabriel Carvalho,The Draft,AMF,Brazil,18.0,69.0,Creative Playmaker,10650000,,,,,3.4
Gonzalo Castellani,The Draft,AMF,Argentina,38.0,69.0,Creative Playmaker,2000000,,,,,3.4
João Cruz,The Draft,AMF,Brazil,19.0,69.0,Creative Playmaker,9450000,,,,,3.4
Josh Campbell,The Draft,AMF,Scotland,25.0,69.0,Creative Playmaker,5250000,,,,,3.4
Juan Muñiz,The Draft,AMF,Spain,33.0,69.0,Creative Playmaker,2250000,,,,,3.4
Kevin Yakob,The Draft,AMF,Iraq,25.0,69.0,Creative Playmaker,5250000,,,,,3.4
Kim Min-Woo,The Draft,AMF,Korea Republic,35.0,69.0,Creative Playmaker,2000000,,,,,3.4
Lautaro Chávez,The Draft,AMF,Argentina,24.0,69.0,Creative Playmaker,5400000,,,,,3.4
Lee Seung-Woo,The Draft,AMF,Korea Republic,27.0,69.0,Creative Playmaker,5250000,,,,,3.4
Luan Dias,The Draft,AMF,Brazil,28.0,69.0,Creative Playmaker,5250000,,,,,3.4
Luka Ilić,The Draft,AMF,Serbia,26.0,69.0,Creative Playmaker,5250000,,,,,3.4
Maksim Kireev,The Draft,AMF,Belarus,21.0,69.0,Creative Playmaker,5850000,,,,,3.4
Martín Sarrafiore,The Draft,AMF,Argentina,28.0,69.0,Creative Playmaker,5250000,,,,,3.4
Masaki Watai,The Draft,AMF,Japan,26.0,69.0,Creative Playmaker,5250000,,,,,3.4
Masatoshi Ishida,The Draft,AMF,Japan,30.0,69.0,Creative Playmaker,4950000,,,,,3.4
Matheus Oliveira,The Draft,AMF,Brazil,28.0,69.0,Creative Playmaker,5250000,,,,,3.4
Matías González,The Draft,AMF,Argentina,23.0,69.0,Creative Playmaker,5550000,,,,,3.4
Matías Miranda,The Draft,AMF,Argentina,25.0,69.0,Creative Playmaker,5250000,,,,,3.4
Melih İbrahimoğlu,The Draft,AMF,Türkiye,25.0,69.0,Creative Playmaker,5250000,,,,,3.4
Moustafa Zeidan,The Draft,AMF,Palestine,27.0,69.0,Creative Playmaker,5250000,,,,,3.4
Nicolás Palavecino,The Draft,AMF,Argentina,22.0,69.0,Creative Playmaker,5700000,,,,,3.4
Ollie Bassett,The Draft,AMF,Northern Ireland,27.0,69.0,Creative Playmaker,5250000,,,,,3.4
Ramazan Civelek,The Draft,AMF,Türkiye,29.0,69.0,Creative Playmaker,5250000,,,,,3.4
Rodrigo López,The Draft,AMF,United States,38.0,69.0,Creative Playmaker,2000000,,,,,3.4
Santiago Toloza,The Draft,AMF,Argentina,23.0,69.0,Creative Playmaker,5550000,,,,,3.4
Thonny Anderson,The Draft,AMF,Brazil,28.0,69.0,Creative Playmaker,5250000,,,,,3.4
Tomás Pozzo,The Draft,AMF,Argentina,25.0,69.0,Creative Playmaker,5250000,,,,,3.4
Tomoya Miki,The Draft,AMF,Japan,27.0,69.0,Creative Playmaker,5250000,,,,,3.4
Urho Nissilä,The Draft,AMF,Finland,29.0,69.0,Creative Playmaker,5250000,,,,,3.4
Vahid Amiri,The Draft,AMF,IR Iran,37.0,69.0,Creative Playmaker,2000000,,,,,3.4
Victor Lobry,The Draft,AMF,France,30.0,69.0,Creative Playmaker,4950000,,,,,3.4
Thijs Oosting,The Draft,AMF,Netherlands,25.0,69.0,Dummy Runner,5250000,,,,,3.4
Abdoullah Ba,The Draft,AMF,France,22.0,69.0,Hole Player,5700000,,,,,3.4
Aidan Nesbitt,The Draft,AMF,Scotland,28.0,69.0,Hole Player,5250000,,,,,3.4
Andre Brooks,The Draft,AMF,England,22.0,69.0,Hole Player,5700000,,,,,3.4
Antoni Milambo,The Draft,AMF,Netherlands,20.0,69.0,Hole Player,6450000,,,,,3.4
Bruno Lamas,The Draft,AMF,Brazil,31.0,69.0,Hole Player,3750000,,,,,3.4
Bryan Carvallo,The Draft,AMF,Chile,29.0,69.0,Hole Player,5250000,,,,,3.4
César Gelabert,The Draft,AMF,Spain,25.0,69.0,Hole Player,5250000,,,,,3.4
Daniel Luna,The Draft,AMF,Colombia,22.0,69.0,Hole Player,5700000,,,,,3.4
Danny Trejo,The Draft,AMF,United States,27.0,69.0,Hole Player,5250000,,,,,3.4
Efkan Bekiroğlu,The Draft,AMF,Türkiye,30.0,69.0,Hole Player,4950000,,,,,3.4
Fuchi Honda,The Draft,AMF,Japan,24.0,69.0,Hole Player,5400000,,,,,3.4
Giotto Morandi,The Draft,AMF,Switzerland,26.0,69.0,Hole Player,5250000,,,,,3.4
Gustavinho,The Draft,AMF,Brazil,21.0,69.0,Hole Player,5850000,,,,,3.4
Harvey Knibbs,The Draft,AMF,England,26.0,69.0,Hole Player,5250000,,,,,3.4
Hêndrio,The Draft,AMF,Brazil,31.0,69.0,Hole Player,3750000,,,,,3.4
Hiroto Nakagawa,The Draft,AMF,Japan,31.0,69.0,Hole Player,3750000,,,,,3.4
Johan Bocanegra,The Draft,AMF,Colombia,27.0,69.0,Hole Player,5250000,,,,,3.4
Jon Magunazelaia,The Draft,AMF,Spain,25.0,69.0,Hole Player,5250000,,,,,3.4
Jorge Ruvalcaba,The Draft,AMF,Mexico,24.0,69.0,Hole Player,5400000,,,,,3.4
Kenneth Muguna,The Draft,AMF,Kenya,29.0,69.0,Hole Player,5250000,,,,,3.4
Kota Yamada,The Draft,AMF,Japan,26.0,69.0,Hole Player,5250000,,,,,3.4
Luis Chacón,The Draft,AMF,Spain,25.0,69.0,Hole Player,5250000,,,,,3.4
Lukas Fadinger,The Draft,AMF,Austria,25.0,69.0,Hole Player,5250000,,,,,3.4
Luke Berry,The Draft,AMF,England,33.0,69.0,Hole Player,2250000,,,,,3.4
Marcus Epps,The Draft,AMF,United States,30.0,69.0,Hole Player,4950000,,,,,3.4
Matheus Araújo,The Draft,AMF,Brazil,23.0,69.0,Hole Player,5550000,,,,,3.4
Matías Sepúlveda,The Draft,AMF,Chile,26.0,69.0,Hole Player,5250000,,,,,3.4
Nicky Hernandez,The Draft,AMF,United States,27.0,69.0,Hole Player,5250000,,,,,3.4
Oliver Cooper,The Draft,AMF,Wales,26.0,69.0,Hole Player,5250000,,,,,3.4
Óscar Clemente,The Draft,AMF,Spain,26.0,69.0,Hole Player,5250000,,,,,3.4
Panos Armenakas,The Draft,AMF,Australia,27.0,69.0,Hole Player,5250000,,,,,3.4
Reza Asadi,The Draft,AMF,IR Iran,29.0,69.0,Hole Player,5250000,,,,,3.4
Shintaro Nago,The Draft,AMF,Japan,29.0,69.0,Hole Player,5250000,,,,,3.4
Sonny Carey,The Draft,AMF,England,24.0,69.0,Hole Player,5400000,,,,,3.4
Stanis Idumbo,The Draft,AMF,Belgium,20.0,69.0,Hole Player,6450000,,,,,3.4
Thelo Aasgaard,The Draft,AMF,Norway,23.0,69.0,Hole Player,5550000,,,,,3.4
Theodore Ku-DiPietro,The Draft,AMF,United States,23.0,69.0,Hole Player,5550000,,,,,3.4
Tihomir Kostadinov,The Draft,AMF,North Macedonia,29.0,69.0,Hole Player,5250000,,,,,3.4
Tino Anjorin,The Draft,AMF,England,24.0,69.0,Hole Player,5400000,,,,,3.4
Valentin Noël,The Draft,AMF,France,26.0,69.0,Hole Player,5250000,,,,,3.4
Willum Willumsson,The Draft,AMF,Iceland,27.0,69.0,Hole Player,5250000,,,,,3.4
Yan Dhanda,The Draft,AMF,England,27.0,69.0,Hole Player,5250000,,,,,3.4
Yoshiaki Komai,The Draft,AMF,Japan,33.0,69.0,Hole Player,2250000,,,,,3.4
Alen Halilović,The Draft,AMF,Croatia,29.0,70.0,Classic No. 10,7800000,,,,,3.4
Alexis Antunes,The Draft,AMF,Switzerland,25.0,70.0,Classic No. 10,7800000,,,,,3.4
Anssi Suhonen,The Draft,AMF,Finland,24.0,70.0,Classic No. 10,8000000,,,,,3.4
Ismaël Gharbi,The Draft,AMF,Spain,21.0,70.0,Classic No. 10,8600000,,,,,3.4
Kacper Urbański,The Draft,AMF,Poland,21.0,70.0,Classic No. 10,8600000,,,,,3.4
Mads Frökjaer Jensen,The Draft,AMF,Denmark,26.0,70.0,Classic No. 10,7800000,,,,,3.4
Matías Palacios,The Draft,AMF,Argentina,23.0,70.0,Classic No. 10,8200000,,,,,3.4
Svit Sešlar,The Draft,AMF,Slovenia,23.0,70.0,Classic No. 10,8200000,,,,,3.4
Tana,The Draft,AMF,Spain,35.0,70.0,Classic No. 10,2000000,,,,,3.4
Adam Karabec,The Draft,AMF,Czechia,22.0,70.0,Creative Playmaker,8400000,,,,,3.4
Adil Aouchiche,The Draft,AMF,France,23.0,70.0,Creative Playmaker,8200000,,,,,3.4
Afonso Sousa,The Draft,AMF,Portugal,25.0,70.0,Creative Playmaker,7800000,,,,,3.4
Alejandro García,The Draft,AMF,Colombia,24.0,70.0,Creative Playmaker,8000000,,,,,3.4
Amankwah Forson,The Draft,AMF,Ghana,23.0,70.0,Creative Playmaker,8200000,,,,,3.4
Anas Ouahim,The Draft,AMF,Morocco,28.0,70.0,Creative Playmaker,7800000,,,,,3.4
Andrés Ricaurte,The Draft,AMF,Colombia,34.0,70.0,Creative Playmaker,2000000,,,,,3.4
Ángelo Araos,The Draft,AMF,Chile,28.0,70.0,Creative Playmaker,7800000,,,,,3.4
Anthony Cáceres,The Draft,AMF,Australia,33.0,70.0,Creative Playmaker,3800000,,,,,3.4
Ataru Esaka,The Draft,AMF,Japan,33.0,70.0,Creative Playmaker,3800000,,,,,3.4
César Falletti,The Draft,AMF,Uruguay,33.0,70.0,Creative Playmaker,3800000,,,,,3.4
Chanathip Songkrasin,The Draft,AMF,Thailand,32.0,70.0,Creative Playmaker,4600000,,,,,3.4
Christian Ortíz,The Draft,AMF,Argentina,33.0,70.0,Creative Playmaker,3800000,,,,,3.4
Dominik Yankov,The Draft,AMF,Bulgaria,25.0,70.0,Creative Playmaker,7800000,,,,,3.4
Dylan Chambost,The Draft,AMF,France,28.0,70.0,Creative Playmaker,7800000,,,,,3.4
Florian Valot,The Draft,AMF,France,32.0,70.0,Creative Playmaker,4600000,,,,,3.4
Gabriel Misehouy,The Draft,AMF,Netherlands,19.0,70.0,Creative Playmaker,13400000,,,,,3.4
Giuseppe Caso,The Draft,AMF,Italy,27.0,70.0,Creative Playmaker,7800000,,,,,3.4
Haruya Ide,The Draft,AMF,Japan,31.0,70.0,Creative Playmaker,5800000,,,,,3.4
Jeisson Vargas,The Draft,AMF,Chile,28.0,70.0,Creative Playmaker,7800000,,,,,3.4
Jorge Henríquez,The Draft,AMF,Chile,31.0,70.0,Creative Playmaker,5800000,,,,,3.4
Kuki,The Draft,AMF,Spain,27.0,70.0,Creative Playmaker,7800000,,,,,3.4
Luis Hasa,The Draft,AMF,Italy,21.0,70.0,Creative Playmaker,8600000,,,,,3.4
Marcos Júnior,The Draft,AMF,Brazil,32.0,70.0,Creative Playmaker,4600000,,,,,3.4
Matías Palavecino,The Draft,AMF,Argentina,27.0,70.0,Creative Playmaker,7800000,,,,,3.4
Mohammed Osman,The Draft,AMF,Syria,31.0,70.0,Creative Playmaker,5800000,,,,,3.4
Nam Tae-Hee,The Draft,AMF,Korea Republic,34.0,70.0,Creative Playmaker,2000000,,,,,3.4
Paul Wanner,The Draft,AMF,Germany,20.0,70.0,Creative Playmaker,9400000,,,,,3.4
Rareș Ilie,The Draft,AMF,Romania,22.0,70.0,Creative Playmaker,8400000,,,,,3.4
Rubén Lezcano,The Draft,AMF,Paraguay,21.0,70.0,Creative Playmaker,8600000,,,,,3.4
Ryotaro Araki,The Draft,AMF,Japan,23.0,70.0,Creative Playmaker,8200000,,,,,3.4
Simon Olsson,The Draft,AMF,Sweden,28.0,70.0,Creative Playmaker,7800000,,,,,3.4
Takashi Inui,The Draft,AMF,Japan,37.0,70.0,Creative Playmaker,2000000,,,,,3.4
Tomás O'Connor,The Draft,AMF,Argentina,21.0,70.0,Creative Playmaker,8600000,,,,,3.4
Tomi Horvat,The Draft,AMF,Slovenia,26.0,70.0,Creative Playmaker,7800000,,,,,3.4
Wong Wai,The Draft,AMF,"Hong Kong, China",33.0,70.0,Creative Playmaker,3800000,,,,,3.4
Yesus Cabrera,The Draft,AMF,Colombia,35.0,70.0,Creative Playmaker,2000000,,,,,3.4
Younes Namli,The Draft,AMF,Denmark,31.0,70.0,Creative Playmaker,5800000,,,,,3.4
Andreas Weimann,The Draft,AMF,Austria,34.0,70.0,Dummy Runner,2000000,,,,,3.4
Abdul Ajagun,The Draft,AMF,Nigeria,32.0,70.0,Hole Player,4600000,,,,,3.4
Alexis Zapata,The Draft,AMF,Colombia,30.0,70.0,Hole Player,7400000,,,,,3.4
Andrigo,The Draft,AMF,Brazil,30.0,70.0,Hole Player,7400000,,,,,3.4
Anthony Fontana,The Draft,AMF,United States,26.0,70.0,Hole Player,7800000,,,,,3.4
Augustine Boakye,The Draft,AMF,Ghana,25.0,70.0,Hole Player,7800000,,,,,3.4
Benny,The Draft,AMF,Portugal,28.0,70.0,Hole Player,7800000,,,,,3.4
Caden Clark,The Draft,AMF,United States,22.0,70.0,Hole Player,8400000,,,,,3.4
Cole Bassett,The Draft,AMF,United States,24.0,70.0,Hole Player,8000000,,,,,3.4
Cristian Volpato,The Draft,AMF,Italy,23.0,70.0,Hole Player,8200000,,,,,3.4
Enzo Martínez,The Draft,AMF,Uruguay,35.0,70.0,Hole Player,2000000,,,,,3.4
Ezequiel Bullaude,The Draft,AMF,Argentina,25.0,70.0,Hole Player,7800000,,,,,3.4
Firas Ben Larbi,The Draft,AMF,Tunisia,29.0,70.0,Hole Player,7800000,,,,,3.4
Franco Watson,The Draft,AMF,Argentina,23.0,70.0,Hole Player,8200000,,,,,3.4
Frankie Amaya,The Draft,AMF,United States,25.0,70.0,Hole Player,7800000,,,,,3.4
Gaetano Oristanio,The Draft,AMF,Italy,23.0,70.0,Hole Player,8200000,,,,,3.4
Gastón Pereiro,The Draft,AMF,Uruguay,30.0,70.0,Hole Player,7400000,,,,,3.4
Greg Stewart,The Draft,AMF,Scotland,35.0,70.0,Hole Player,2000000,,,,,3.4
Ilyas Chouaref,The Draft,AMF,Malta,25.0,70.0,Hole Player,7800000,,,,,3.4
Jhon Velásquez,The Draft,AMF,Colombia,30.0,70.0,Hole Player,7400000,,,,,3.4
Kasey Palmer,The Draft,AMF,Jamaica,29.0,70.0,Hole Player,7800000,,,,,3.4
Kuryu Matsuki,The Draft,AMF,Japan,22.0,70.0,Hole Player,8400000,,,,,3.4
Lazare Amani,The Draft,AMF,Côte d'Ivoire,27.0,70.0,Hole Player,7800000,,,,,3.4
Leighton Clarkson,The Draft,AMF,England,24.0,70.0,Hole Player,8000000,,,,,3.4
Luís Esteves,The Draft,AMF,Portugal,27.0,70.0,Hole Player,7800000,,,,,3.4
Marco Iacobellis,The Draft,AMF,Argentina,26.0,70.0,Hole Player,7800000,,,,,3.4
Mario Soriano,The Draft,AMF,Spain,23.0,70.0,Hole Player,8200000,,,,,3.4
Matt Crooks,The Draft,AMF,England,31.0,70.0,Hole Player,5800000,,,,,3.4
Mikkel Duelund,The Draft,AMF,Denmark,28.0,70.0,Hole Player,7800000,,,,,3.4
Mirko Antonucci,The Draft,AMF,Italy,26.0,70.0,Hole Player,7800000,,,,,3.4
Nasser Maher,The Draft,AMF,Egypt,28.0,70.0,Hole Player,7800000,,,,,3.4
Natan Girma,The Draft,AMF,Switzerland,24.0,70.0,Hole Player,8000000,,,,,3.4
Pablo Gozálbez,The Draft,AMF,Spain,24.0,70.0,Hole Player,8000000,,,,,3.4
Parfait Guiagon,The Draft,AMF,Côte d'Ivoire,24.0,70.0,Hole Player,8000000,,,,,3.4
Peio Canales,The Draft,AMF,Spain,20.0,70.0,Hole Player,9400000,,,,,3.4
Santiago Pierotti,The Draft,AMF,Argentina,24.0,70.0,Hole Player,8000000,,,,,3.4
Scott Arfield,The Draft,AMF,Canada,37.0,70.0,Hole Player,2000000,,,,,3.4
Sebastian Kowalczyk,The Draft,AMF,Poland,27.0,70.0,Hole Player,7800000,,,,,3.4
Tsiki Ntsabeleng,The Draft,AMF,South Africa,27.0,70.0,Hole Player,7800000,,,,,3.4
Tsukasa Morishima,The Draft,AMF,Japan,28.0,70.0,Hole Player,7800000,,,,,3.4
Ali Asad,The Draft,AMF,Qatar,32.0,71.0,Classic No. 10,6750000,,,,,3.4
Arnau Puigmal,The Draft,AMF,Spain,24.0,71.0,Classic No. 10,11000000,,,,,3.4
Bence Dárdai,The Draft,AMF,Hungary,19.0,71.0,Classic No. 10,16250000,,,,,3.4
Chico,The Draft,AMF,Korea Republic,34.0,71.0,Classic No. 10,3250000,,,,,3.4
Cristian Ferreira,The Draft,AMF,Argentina,26.0,71.0,Classic No. 10,10750000,,,,,3.4
Iván Gil,The Draft,AMF,Spain,25.0,71.0,Classic No. 10,10750000,,,,,3.4
Kanya Fujimoto,The Draft,AMF,Japan,26.0,71.0,Classic No. 10,10750000,,,,,3.4
Nenê,The Draft,AMF,Brazil,44.0,71.0,Classic No. 10,10750000,,,,,3.4
Ramiro Vaca,The Draft,AMF,Bolivia,26.0,71.0,Classic No. 10,10750000,,,,,3.4
Vasco Sousa,The Draft,AMF,Portugal,22.0,71.0,Classic No. 10,11500000,,,,,3.4
Abdelkahar Kadri,The Draft,AMF,Algeria,25.0,71.0,Creative Playmaker,10750000,,,,,3.4
Agustín Martegani,The Draft,AMF,Argentina,25.0,71.0,Creative Playmaker,10750000,,,,,3.4
Dan Biton,The Draft,AMF,Israel,30.0,71.0,Creative Playmaker,10250000,,,,,3.4
Danielzinho,The Draft,AMF,Brazil,31.0,71.0,Creative Playmaker,8250000,,,,,3.4
David Barbona,The Draft,AMF,Argentina,30.0,71.0,Creative Playmaker,10250000,,,,,3.4
Emmanuel Martínez,The Draft,AMF,Argentina,31.0,71.0,Creative Playmaker,8250000,,,,,3.4
Gabriel Pirani,The Draft,AMF,Brazil,23.0,71.0,Creative Playmaker,11250000,,,,,3.4
Ilan Kebbal,The Draft,AMF,Algeria,27.0,71.0,Creative Playmaker,10750000,,,,,3.4
Isaac Price,The Draft,AMF,Northern Ireland,22.0,71.0,Creative Playmaker,11500000,,,,,3.4
Javier Altamirano,The Draft,AMF,Chile,26.0,71.0,Creative Playmaker,10750000,,,,,3.4
John Swift,The Draft,AMF,England,30.0,71.0,Creative Playmaker,10250000,,,,,3.4
Jun Amano,The Draft,AMF,Japan,34.0,71.0,Creative Playmaker,3250000,,,,,3.4
Lautaro Millán,The Draft,AMF,Argentina,20.0,71.0,Creative Playmaker,12750000,,,,,3.4
Matías Marín,The Draft,AMF,Chile,26.0,71.0,Creative Playmaker,10750000,,,,,3.4
Mitchell Paulissen,The Draft,AMF,Netherlands,32.0,71.0,Creative Playmaker,6750000,,,,,3.4
Mohammed Ihattaren,The Draft,AMF,Netherlands,23.0,71.0,Creative Playmaker,11250000,,,,,3.4
Nicolas Galazzi,The Draft,AMF,Italy,25.0,71.0,Creative Playmaker,10750000,,,,,3.4
Niklas Schmidt,The Draft,AMF,Germany,27.0,71.0,Creative Playmaker,10750000,,,,,3.4
Piero Quispe,The Draft,AMF,Peru,24.0,71.0,Creative Playmaker,11000000,,,,,3.4
Remi Oudin,The Draft,AMF,France,29.0,71.0,Creative Playmaker,10750000,,,,,3.4
Samu Sáiz,The Draft,AMF,Spain,34.0,71.0,Creative Playmaker,3250000,,,,,3.4
Scott Twine,The Draft,AMF,England,26.0,71.0,Creative Playmaker,10750000,,,,,3.4
Sebastián Blanco,The Draft,AMF,Argentina,37.0,71.0,Creative Playmaker,2000000,,,,,3.4
Sebastián González,The Draft,AMF,Argentina,33.0,71.0,Creative Playmaker,5750000,,,,,3.4
Stefano Moreo,The Draft,AMF,Italy,32.0,71.0,Creative Playmaker,6750000,,,,,3.4
Tomáš Ostrák,The Draft,AMF,Czechia,25.0,71.0,Creative Playmaker,10750000,,,,,3.4
Aaron Ramsey,The Draft,AMF,England,22.0,71.0,Dummy Runner,11500000,,,,,3.4
Alex Teixeira,The Draft,AMF,Brazil,35.0,71.0,Hole Player,2000000,,,,,3.4
Alexis Gutiérrez,The Draft,AMF,Mexico,25.0,71.0,Hole Player,10750000,,,,,3.4
Arno Verschueren,The Draft,AMF,Belgium,28.0,71.0,Hole Player,10750000,,,,,3.4
AZ Jackson,The Draft,AMF,United States,24.0,71.0,Hole Player,11000000,,,,,3.4
Bart Ramselaar,The Draft,AMF,Netherlands,29.0,71.0,Hole Player,10750000,,,,,3.4
Chrisantus Uche,The Draft,AMF,Nigeria,22.0,71.0,Hole Player,11500000,,,,,3.4
Daan Heymans,The Draft,AMF,Belgium,26.0,71.0,Hole Player,10750000,,,,,3.4
Daiju Sasaki,The Draft,AMF,Japan,26.0,71.0,Hole Player,10750000,,,,,3.4
Denis Suárez,The Draft,AMF,Spain,31.0,71.0,Hole Player,8250000,,,,,3.4
Edison Flores,The Draft,AMF,Peru,31.0,71.0,Hole Player,8250000,,,,,3.4
Federico Paradela,The Draft,AMF,Argentina,24.0,71.0,Hole Player,11000000,,,,,3.4
Francesco Gelli,The Draft,AMF,Italy,29.0,71.0,Hole Player,10750000,,,,,3.4
Indiana Vassilev,The Draft,AMF,United States,24.0,71.0,Hole Player,11000000,,,,,3.4
Javi Martínez,The Draft,AMF,Spain,26.0,71.0,Hole Player,10750000,,,,,3.4
Joe Abrigo,The Draft,AMF,Chile,30.0,71.0,Hole Player,10250000,,,,,3.4
Julien Ponceau,The Draft,AMF,France,25.0,71.0,Hole Player,10750000,,,,,3.4
Kamory Doumbia,The Draft,AMF,Mali,22.0,71.0,Hole Player,11500000,,,,,3.4
Lourenço,The Draft,AMF,Brazil,28.0,71.0,Hole Player,10750000,,,,,3.4
Mathieu Maertens,The Draft,AMF,Belgium,30.0,71.0,Hole Player,10250000,,,,,3.4
Odysseus Velanas,The Draft,AMF,Netherlands,27.0,71.0,Hole Player,10750000,,,,,3.4
Pablo Marín,The Draft,AMF,Spain,22.0,71.0,Hole Player,11500000,,,,,3.4
Roberto López,The Draft,AMF,Spain,25.0,71.0,Hole Player,10750000,,,,,3.4
Salaah Al Yahyaei,The Draft,AMF,Oman,27.0,71.0,Hole Player,10750000,,,,,3.4
Vitor Bueno,The Draft,AMF,Brazil,31.0,71.0,Hole Player,8250000,,,,,3.4
Cesinha,The Draft,AMF,Brazil,36.0,72.0,Classic No. 10,2000000,,,,,3.4
Danijel Aleksić,The Draft,AMF,Serbia,34.0,72.0,Classic No. 10,4375000,,,,,3.4
Emre Akbaba,The Draft,AMF,Türkiye,33.0,72.0,Classic No. 10,7500000,,,,,3.4
Fabian Rieder,The Draft,AMF,Switzerland,23.0,72.0,Classic No. 10,14375000,,,,,3.4
Haris Hajradinović,The Draft,AMF,Bosnia and Herzegovina,31.0,72.0,Classic No. 10,10625000,,,,,3.4
Iker Losada,The Draft,AMF,Spain,24.0,72.0,Classic No. 10,14062500,,,,,3.4
Javier Reina,The Draft,AMF,Colombia,36.0,72.0,Classic No. 10,2000000,,,,,3.4
Kevin Stöger,The Draft,AMF,Austria,32.0,72.0,Classic No. 10,8750000,,,,,3.4
Ozan Tufan,The Draft,AMF,Türkiye,30.0,72.0,Classic No. 10,13125000,,,,,3.4
Pepê,The Draft,AMF,Brazil,27.0,72.0,Classic No. 10,13750000,,,,,3.4
Sven Mijnans,The Draft,AMF,Netherlands,25.0,72.0,Classic No. 10,13750000,,,,,3.4
Tjaronn Chery,The Draft,AMF,Suriname,37.0,72.0,Classic No. 10,2000000,,,,,3.4
Tolgay Arslan,The Draft,AMF,Germany,35.0,72.0,Classic No. 10,2000000,,,,,3.4
Ager Aketxe,The Draft,AMF,Spain,32.0,72.0,Creative Playmaker,8750000,,,,,3.4
Alejandro Romero,The Draft,AMF,Paraguay,30.0,72.0,Creative Playmaker,13125000,,,,,3.4
Andrés Roa,The Draft,AMF,Colombia,32.0,72.0,Creative Playmaker,8750000,,,,,3.4
César Pinares,The Draft,AMF,Chile,34.0,72.0,Creative Playmaker,4375000,,,,,3.4
Connor Metcalfe,The Draft,AMF,Australia,26.0,72.0,Creative Playmaker,13750000,,,,,3.4
David Silva,The Draft,AMF,Colombia,39.0,72.0,Creative Playmaker,2000000,,,,,3.4
Dimitri Petratos,The Draft,AMF,Australia,33.0,72.0,Creative Playmaker,7500000,,,,,3.4
Dimitrios Pelkas,The Draft,AMF,Greece,32.0,72.0,Creative Playmaker,8750000,,,,,3.4
Elías Cabrera,The Draft,AMF,Argentina,22.0,72.0,Creative Playmaker,14687500,,,,,3.4
Franko Andrijašević,The Draft,AMF,Croatia,34.0,72.0,Creative Playmaker,4375000,,,,,3.4
Gauthier Hein,The Draft,AMF,France,29.0,72.0,Creative Playmaker,13750000,,,,,3.4
Gianluca Gaetano,The Draft,AMF,Italy,25.0,72.0,Creative Playmaker,13750000,,,,,3.4
Gonzalo Maroni,The Draft,AMF,Argentina,26.0,72.0,Creative Playmaker,13750000,,,,,3.4
Igor Coronado,The Draft,AMF,Italy,33.0,72.0,Creative Playmaker,7500000,,,,,3.4
Jarlan Barrera,The Draft,AMF,Colombia,30.0,72.0,Creative Playmaker,13125000,,,,,3.4
Kaku Romero,The Draft,AMF,Paraguay,30.0,72.0,Creative Playmaker,13125000,,,,,3.4
Lincoln,The Draft,AMF,Brazil,27.0,72.0,Creative Playmaker,13750000,,,,,3.4
Lucas Crispim,The Draft,AMF,Brazil,31.0,72.0,Creative Playmaker,10625000,,,,,3.4
Luciano Cabral,The Draft,AMF,Chile,30.0,72.0,Creative Playmaker,13125000,,,,,3.4
Manu García,The Draft,AMF,Spain,27.0,72.0,Creative Playmaker,13750000,,,,,3.4
Marquinhos Gabriel,The Draft,AMF,Brazil,35.0,72.0,Creative Playmaker,2000000,,,,,3.4
Maxi Moralez,The Draft,AMF,Argentina,38.0,72.0,Creative Playmaker,2000000,,,,,3.4
Onni Valakari,The Draft,AMF,Finland,26.0,72.0,Creative Playmaker,13750000,,,,,3.4
Philip Zinckernagel,The Draft,AMF,Denmark,31.0,72.0,Creative Playmaker,10625000,,,,,3.4
Roman Eremenko,The Draft,AMF,Finland,38.0,72.0,Creative Playmaker,2000000,,,,,3.4
Saïf-Eddine Khaoui,The Draft,AMF,Tunisia,30.0,72.0,Creative Playmaker,13125000,,,,,3.4
